Number,Date-Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Velocity(m/sec)
1559,26.07.2024 09:00:00,"21,27","0,10","0,19","1485,73"
1560,26.07.2024 11:00:00,"21,27","0,10","0,19","1485,73"
1561,26.07.2024 13:00:00,"21,29","0,10","0,19","1485,81"
1562,26.07.2024 15:00:00,"21,32","0,10","0,19","1485,90"
1563,26.07.2024 17:00:00,"21,38","0,10","0,19","1486,08"
1564,26.07.2024 19:00:00,"21,38","0,10","0,19","1486,08"
1565,26.07.2024 21:00:00,"21,38","0,10","0,19","1486,08"
1566,26.07.2024 23:00:00,"21,35","0,10","0,19","1485,99"
1567,27.07.2024 01:00:00,"21,35","0,10","0,19","1485,99"
1568,27.07.2024 03:00:00,"21,38","0,10","0,19","1486,08"
1569,27.07.2024 05:00:00,"21,35","0,10","0,19","1485,99"
1570,27.07.2024 07:00:00,"21,32","0,10","0,19","1485,90"
1571,27.07.2024 09:00:00,"21,27","0,10","0,19","1485,73"
1572,27.07.2024 11:00:00,"21,27","0,10","0,19","1485,73"
1573,27.07.2024 13:00:00,"21,29","0,10","0,19","1485,81"
1574,27.07.2024 15:00:00,"21,32","0,10","0,19","1485,90"
1575,27.07.2024 17:00:00,"21,35","0,10","0,19","1485,99"
1576,27.07.2024 19:00:00,"21,38","0,10","0,19","1486,08"
1577,27.07.2024 21:00:00,"21,38","0,10","0,19","1486,08"
1578,27.07.2024 23:00:00,"21,41","0,10","0,19","1486,17"
1579,28.07.2024 01:00:00,"21,41","0,10","0,19","1486,17"
1580,28.07.2024 03:00:00,"21,41","0,10","0,19","1486,17"
1581,28.07.2024 05:00:00,"21,35","0,10","0,19","1485,99"
1582,28.07.2024 07:00:00,"21,29","0,10","0,19","1485,81"
1583,28.07.2024 09:00:00,"21,29","0,10","0,19","1485,81"
1584,28.07.2024 11:00:00,"21,32","0,10","0,19","1485,90"
1585,28.07.2024 13:00:00,"21,32","0,10","0,19","1485,90"
1586,28.07.2024 15:00:00,"21,35","0,10","0,19","1485,99"
1587,28.07.2024 17:00:00,"21,35","0,10","0,19","1485,99"
1588,28.07.2024 19:00:00,"21,38","0,10","0,19","1486,08"
1589,28.07.2024 21:00:00,"21,41","0,10","0,19","1486,17"
1590,28.07.2024 23:00:00,"21,44","0,10","0,19","1486,25"
1591,29.07.2024 01:00:00,"21,44","0,10","0,19","1486,25"
1592,29.07.2024 03:00:00,"21,38","0,10","0,19","1486,08"
1593,29.07.2024 05:00:00,"21,35","0,10","0,19","1485,99"
1594,29.07.2024 07:00:00,"21,32","0,10","0,19","1485,90"
1595,29.07.2024 09:00:00,"21,27","0,10","0,19","1485,73"
1596,29.07.2024 11:00:00,"21,24","0,10","0,19","1485,64"
1597,29.07.2024 13:00:00,"21,21","0,10","0,19","1485,55"
1598,29.07.2024 15:00:00,"21,24","0,10","0,19","1485,64"
1599,29.07.2024 17:00:00,"21,27","0,10","0,19","1485,73"
1600,29.07.2024 19:00:00,"21,27","0,10","0,19","1485,73"
1601,29.07.2024 21:00:00,"21,24","0,10","0,19","1485,64"
1602,29.07.2024 23:00:00,"21,15","0,10","0,19","1485,37"
1603,30.07.2024 01:00:00,"20,97","0,11","0,21","1484,85"
1604,30.07.2024 03:00:00,"20,88","0,11","0,21","1484,58"
1605,30.07.2024 05:00:00,"20,85","0,11","0,21","1484,49"
1606,30.07.2024 07:00:00,"20,85","0,11","0,21","1484,49"
1607,30.07.2024 09:00:00,"20,97","0,11","0,21","1484,85"
1608,30.07.2024 11:00:00,"21,21","0,10","0,19","1485,55"
1609,30.07.2024 13:00:00,"21,38","0,10","0,19","1486,08"
1610,30.07.2024 15:00:00,"21,59","0,10","0,19","1486,69"
1611,30.07.2024 17:00:00,"21,76","0,10","0,19","1487,22"
1612,30.07.2024 19:00:00,"21,88","0,10","0,19","1487,57"
1613,30.07.2024 21:00:00,"21,94","0,10","0,19","1487,74"
1614,30.07.2024 23:00:00,"21,94","0,10","0,19","1487,74"
1615,31.07.2024 01:00:00,"22,03","0,10","0,19","1488,00"
1616,31.07.2024 03:00:00,"22,12","0,10","0,19","1488,26"
1617,31.07.2024 05:00:00,"22,14","0,10","0,19","1488,34"
1618,31.07.2024 07:00:00,"22,12","0,10","0,19","1488,26"
1619,31.07.2024 09:00:00,"22,12","0,10","0,19","1488,26"
1620,31.07.2024 11:00:00,"22,23","0,10","0,19","1488,60"
1621,31.07.2024 13:00:00,"24,19","0,08","0,16","1494,20"
